 ,X,Y
1,0.083,0.634
2,0.041,3.462
3,0.207,0.593
4,2.414,3.310
5,0.303,0.483
6,2.855,2.910
7,0.331,0.372
8,3.945,1.324
9,0.345,0.179
10,4.345,0.800
11,0.345,0.000
12,4.441,-0.965
13,0.317,-0.124
14,3.958,-1.710
15,0.303,-0.317
16,3.889,-2.552
17,0.207,-0.455
18,3.089,-2.758
19,0.110,-0.538
20,1.048,-3.531
21,0.028,-0.556
22,-1.729,-1.917
23,-0.083,-0.538
24,-2.712,-2.175
25,-0.184,-0.455
26,-3.246,-2.000
27,-0.267,-0.326
28,-3.724,-1.549
29,-0.313,-0.179
30,-4.404,-1.117
31,-0.340,0.000
32,-4.791,-0.248
33,-0.340,0.193
34,-4.285,1.011
35,-0.276,0.395
36,-3.623,1.940
37,-0.193,0.506
38,-2.381,2.979
39,-0.064,0.607
40,-0.984,3.889
