 ,X,Y
1,-0.071,0.862
2,0.057,5.411
3,0.071,0.834
4,1.568,5.793
5,0.240,0.706
6,4.168,3.546
7,0.381,0.593
8,4.295,3.687
9,0.410,0.438
10,5.058,2.331
11,0.438,0.283
12,5.651,1.597
13,0.494,0.071
14,5.651,0.932
15,0.509,-0.099
16,5.920,0.367
17,0.537,-0.240
18,5.623,-0.608
19,0.565,-0.353
20,5.425,-1.300
21,0.579,-0.537
22,4.775,-2.416
23,0.494,-0.650
24,4.196,-2.614
25,0.367,-0.735
26,2.515,-3.758
27,0.240,-0.777
28,1.385,-4.069
29,0.085,-0.777
30,-1.159,-4.111
31,-0.085,-0.763
32,-2.289,-3.377
33,-0.311,-0.735
34,-3.829,-3.038
35,-0.410,-0.608
36,-3.631,-2.812
37,-0.452,-0.494
38,-3.928,-2.684
39,-0.523,-0.367
40,-5.468,-2.359
41,-0.523,-0.170
42,-6.047,-1.413
43,-0.480,0.000
44,-6.273,-0.593
45,-0.424,0.198
46,-5.962,1.003
47,-0.367,0.353
48,-5.199,1.667
49,-0.325,0.466
50,-3.984,3.348
51,-0.283,0.636
52,-2.600,4.592
53,-0.198,0.848
54,-0.961,5.552
