 ,X,Y
1,-0.166,1.191
2,-0.194,5.333
3,0.069,1.122
4,2.244,4.488
5,0.249,0.956
6,2.701,4.515
7,0.388,0.776
8,4.294,3.961
9,0.499,0.568
10,5.443,3.158
11,0.499,0.277
12,5.914,2.133
13,0.526,0.069
14,6.039,0.983
15,0.485,-0.111
16,5.831,1.094
17,0.512,-0.277
18,5.845,-1.191
19,0.531,-0.443
20,4.723,-2.096
21,0.476,-0.554
22,4.178,-2.401
23,0.356,-0.573
24,3.689,-2.872
25,0.245,-0.656
26,1.316,-4.368
27,0.060,-0.693
28,-0.614,-4.469
29,-0.134,-0.693
30,-2.627,-3.694
31,-0.282,-0.637
32,-3.403,-3.260
33,-0.411,-0.471
34,-3.754,-3.167
35,-0.471,-0.328
36,-5.069,-2.978
37,-0.545,-0.208
38,-5.476,-2.424
39,-0.563,-0.051
40,-6.196,-0.826
41,-0.554,0.143
42,-6.279,0.005
43,-0.489,0.360
44,-5.476,2.539
45,-0.462,0.545
46,-3.712,3.906
47,-0.369,0.757
48,-2.613,4.922
49,-0.286,0.997
50,-1.487,5.143
