 ,X,Y
1,-0.042,1.060
2,0.381,5.538
3,0.240,0.961
4,1.752,5.114
5,0.367,0.805
6,3.419,4.549
7,0.438,0.551
8,4.775,3.250
9,0.494,0.410
10,5.567,2.458
11,0.523,0.240
12,5.892,1.286
13,0.551,0.028
14,6.089,-0.848
15,0.593,-0.127
16,5.708,-2.091
17,0.542,-0.250
18,5.124,-2.444
19,0.480,-0.400
20,4.917,-2.614
21,0.471,-0.542
22,3.768,-3.179
23,0.396,-0.617
24,2.392,-3.829
25,0.320,-0.673
26,0.772,-4.187
27,0.141,-0.692
28,-0.198,-3.659
29,-0.028,-0.749
30,-1.884,-3.358
31,-0.160,-0.730
32,-3.702,-1.936
33,-0.339,-0.692
34,-3.231,-2.312
35,-0.377,-0.542
36,-3.899,-2.067
37,-0.433,-0.391
38,-5.388,-1.069
39,-0.452,-0.221
40,-5.425,-0.815
41,-0.443,-0.052
42,-5.529,-0.824
43,-0.377,0.146
44,-5.557,-0.297
45,-0.348,0.334
46,-5.915,1.832
47,-0.273,0.494
48,-4.512,2.972
49,-0.217,0.673
50,-4.672,2.783
51,-0.179,0.890
52,-2.157,4.959
