 ,X,Y
1,0.094,0.504
2,0.902,3.912
3,0.199,0.480
4,2.038,3.748
5,0.281,0.433
6,2.999,3.643
7,0.375,0.340
8,4.076,2.835
9,0.445,0.246
10,5.376,0.996
11,0.445,0.141
12,5.540,0.199
13,0.445,0.000
14,5.564,-0.199
15,0.387,-0.105
16,4.978,-1.898
17,0.351,-0.246
18,4.603,-1.862
19,0.305,-0.363
20,3.303,-3.034
21,0.234,-0.469
22,1.652,-4.100
23,0.082,-0.527
24,0.070,-4.100
25,-0.012,-0.527
26,-0.949,-3.408
27,-0.129,-0.515
28,-2.729,-2.612
29,-0.234,-0.422
30,-3.408,-2.272
31,-0.293,-0.305
32,-4.076,-2.038
33,-0.351,-0.187
34,-5.107,-1.019
35,-0.375,-0.070
36,-5.318,-0.609
37,-0.387,0.082
38,-5.271,1.335
39,-0.340,0.199
40,-4.943,2.155
41,-0.305,0.316
42,-3.865,3.736
43,-0.211,0.387
44,-2.917,4.334
45,-0.129,0.469
46,-1.534,4.521
47,-0.012,0.515
48,-1.113,3.936
