 ,X,Y
1,-0.105,0.629
2,-0.089,3.756
3,0.024,0.596
4,1.298,4.159
5,0.153,0.516
6,2.878,4.514
7,0.218,0.403
8,4.425,2.982
9,0.347,0.322
10,4.941,2.773
11,0.411,0.193
12,5.376,1.709
13,0.476,0.081
14,5.763,0.661
15,0.476,-0.097
16,5.666,-0.371
17,0.459,-0.226
18,4.876,-1.628
19,0.395,-0.371
20,4.473,-1.741
21,0.298,-0.532
22,3.442,-2.918
23,0.185,-0.564
24,2.797,-2.837
25,0.024,-0.596
26,1.781,-3.724
27,-0.089,-0.613
28,-3.087,-2.660
29,-0.218,-0.596
30,-2.426,-3.563
31,-0.347,-0.467
32,-3.264,-2.692
33,-0.443,-0.322
34,-4.312,-2.370
35,-0.459,-0.177
36,-5.328,-1.580
37,-0.443,-0.048
38,-5.554,-0.064
39,-0.443,0.129
40,-5.876,0.677
41,-0.427,0.258
42,-5.392,2.096
43,-0.379,0.387
44,-3.909,4.079
45,-0.363,0.532
46,-3.248,3.950
47,-0.234,0.661
48,-2.184,4.594
