 ,X,Y
1,-0.070,0.967
2,0.070,5.727
3,0.228,0.827
4,3.045,5.167
5,0.350,0.564
6,5.425,3.592
7,0.595,0.249
8,6.825,2.349
9,0.665,-0.083
10,7.403,-0.258
11,0.560,-0.328
12,7.193,-1.028
13,0.403,-0.538
14,6.318,-2.148
15,0.236,-0.669
16,3.400,-4.883
17,0.092,-0.722
18,2.573,-5.145
19,-0.013,-0.709
20,-4.791,-2.179
21,-0.302,-0.630
22,-5.368,-1.155
23,-0.433,-0.446
24,-7.062,-1.142
25,-0.551,-0.079
26,-7.153,-0.105
27,-0.564,0.263
28,-7.219,0.932
29,-0.459,0.604
30,-4.463,4.253
31,-0.302,0.879
32,-3.150,4.817
