 ,X,Y
1,-0.152,0.640
2,-0.503,5.184
3,-0.046,0.625
4,2.927,4.223
5,0.076,0.625
6,2.500,4.071
7,0.198,0.579
8,2.424,4.879
9,0.366,0.473
10,2.256,5.092
11,0.381,0.335
12,5.793,2.043
13,0.412,0.213
14,5.565,2.455
15,0.488,0.046
16,5.702,0.900
17,0.518,-0.137
18,5.565,0.244
19,0.518,-0.290
20,5.809,-1.021
21,0.488,-0.473
22,4.711,-1.540
23,0.442,-0.610
24,4.162,-1.448
25,0.320,-0.671
26,2.043,-3.705
27,0.183,-0.701
28,2.226,-2.958
29,0.030,-0.701
30,-0.579,-2.592
31,-0.259,-0.595
32,-2.500,-2.622
33,-0.381,-0.473
34,-3.994,-2.531
35,-0.427,-0.351
36,-4.574,-2.028
37,-0.457,-0.168
38,-5.199,-1.799
39,-0.518,0.046
40,-5.489,-1.006
41,-0.503,0.213
42,-5.748,-0.046
43,-0.549,0.351
44,-5.519,1.281
45,-0.457,0.534
46,-4.391,2.988
47,-0.335,0.640
48,-2.516,4.680
