 ,X,Y
1,-0.210,0.764
2,-0.853,5.196
3,-0.060,0.704
4,0.240,4.896
5,0.090,0.704
6,2.051,4.971
7,0.210,0.644
8,2.486,5.031
9,0.299,0.449
10,2.695,5.106
11,0.329,0.344
12,5.750,2.231
13,0.344,0.195
14,6.079,1.961
15,0.389,0.030
16,6.019,0.913
17,0.404,-0.150
18,5.869,-0.120
19,0.479,-0.299
20,5.241,-0.449
21,0.404,-0.449
22,5.061,-1.348
23,0.284,-0.569
24,4.342,-1.512
25,0.135,-0.569
26,2.051,-3.713
27,0.015,-0.569
28,1.183,-3.579
29,-0.120,-0.599
30,-1.542,-3.833
31,-0.270,-0.539
32,-2.081,-3.174
33,-0.344,-0.419
34,-3.084,-3.773
35,-0.449,-0.344
36,-4.177,-3.144
37,-0.449,-0.195
38,-5.166,-1.737
39,-0.464,-0.090
40,-5.465,-1.108
41,-0.464,0.090
42,-6.019,-0.180
43,-0.539,0.270
44,-6.124,0.479
45,-0.554,0.404
46,-5.181,1.752
47,-0.434,0.554
48,-3.863,2.441
49,-0.374,0.659
50,-2.800,4.632
