 ,X,Y
1,-0.064,0.779
2,-0.874,5.947
3,0.095,0.747
4,1.940,6.328
5,0.207,0.636
6,4.086,4.993
7,0.334,0.525
8,4.611,4.754
9,0.382,0.382
10,6.614,1.733
11,0.397,0.254
12,6.296,1.860
13,0.413,0.064
14,6.694,-0.191
15,0.429,-0.127
16,6.471,0.318
17,0.445,-0.254
18,5.676,-1.860
19,0.397,-0.429
20,5.358,-1.892
21,0.334,-0.541
22,4.229,-2.353
23,0.223,-0.636
24,2.989,-2.846
25,0.095,-0.684
26,3.673,-1.972
27,-0.032,-0.684
28,1.987,-2.767
29,-0.143,-0.715
30,1.940,-3.546
31,-0.286,-0.636
32,1.781,-3.721
33,-0.445,-0.556
34,-3.689,-4.166
35,-0.493,-0.397
36,-4.293,-4.261
37,-0.525,-0.207
38,-6.487,-1.272
39,-0.509,-0.064
40,-6.614,0.525
41,-0.461,0.111
42,-7.298,0.684
43,-0.461,0.350
44,-6.932,2.369
45,-0.413,0.541
46,-5.533,3.657
47,-0.334,0.731
48,-5.263,3.212
49,-0.223,0.811
50,-3.832,5.406
