 ,X,Y
1,-0.075,0.527
2,-0.512,4.702
3,0.045,0.512
4,2.984,3.541
5,0.151,0.437
6,2.336,4.054
7,0.241,0.332
8,4.415,2.788
9,0.347,0.241
10,4.611,2.743
11,0.347,0.121
12,6.028,0.543
13,0.316,0.015
14,6.103,0.090
15,0.301,-0.151
16,5.847,-0.693
17,0.332,-0.301
18,5.365,-1.160
19,0.256,-0.422
20,4.596,-1.899
21,0.211,-0.543
22,4.280,-2.471
23,0.181,-0.693
24,3.933,-2.667
25,0.015,-0.708
26,2.652,-2.728
27,-0.196,-0.708
28,0.332,-3.662
29,-0.332,-0.648
30,-3.029,-2.306
31,-0.377,-0.527
32,-3.918,-1.673
33,-0.452,-0.422
34,-4.476,-1.206
35,-0.482,-0.316
36,-4.883,-1.417
37,-0.467,-0.151
38,-5.681,-0.377
39,-0.467,0.000
40,-5.817,0.105
41,-0.392,0.166
42,-5.922,1.371
43,-0.316,0.316
44,-5.606,2.622
45,-0.261,0.437
46,-4.561,2.808
47,-0.181,0.558
48,-4.320,3.451
