 ,X,Y
1,-0.042,0.999
2,0.990,6.042
3,0.141,0.965
4,4.036,5.093
5,0.241,0.882
6,6.250,3.112
7,0.358,0.716
8,6.732,2.680
9,0.408,0.383
10,6.816,1.165
11,0.474,0.100
12,6.716,0.533
13,0.424,-0.150
14,5.301,-2.180
15,0.524,-0.416
16,5.118,-3.079
17,0.458,-0.549
18,3.736,-3.295
19,0.362,-0.574
20,2.784,-4.032
21,0.262,-0.624
22,2.422,-3.882
23,0.162,-0.674
24,1.460,-4.282
25,0.050,-0.749
26,-2.933,-3.545
27,-0.112,-0.736
28,-4.107,-2.896
29,-0.275,-0.649
30,-4.494,-2.684
31,-0.412,-0.562
32,-5.068,-2.671
33,-0.424,-0.350
34,-6.042,-2.184
35,-0.549,-0.100
36,-6.391,-1.173
37,-0.487,0.162
38,-6.915,-0.861
39,-0.424,0.437
40,-7.153,1.161
41,-0.350,0.674
42,-6.341,2.434
43,-0.250,0.949
44,-3.196,5.717
45,-0.150,0.974
46,-2.172,5.592
