 ,X,Y
1,0.019,0.661
2,0.410,2.971
3,0.084,0.624
4,2.217,2.123
5,0.140,0.559
6,2.813,1.444
7,0.205,0.466
8,2.980,0.866
9,0.289,0.270
10,3.269,0.978
11,0.335,0.140
12,3.772,0.391
13,0.345,-0.009
14,4.014,-0.224
15,0.317,-0.158
16,3.623,-1.155
17,0.264,-0.292
18,3.238,-1.763
19,0.183,-0.397
20,2.853,-1.689
21,0.109,-0.404
22,0.959,-2.707
23,0.016,-0.453
24,0.860,-2.595
25,-0.053,-0.441
26,-1.661,-2.279
27,-0.133,-0.435
28,-2.009,-2.024
29,-0.177,-0.379
30,-2.263,-1.919
31,-0.264,-0.292
32,-3.474,-1.540
33,-0.320,-0.186
34,-3.579,-0.720
35,-0.338,-0.019
36,-3.853,-0.230
37,-0.326,0.106
38,-3.865,0.820
39,-0.283,0.304
40,-3.517,1.472
41,-0.189,0.453
42,-2.797,1.987
43,-0.121,0.584
44,-2.487,2.136
45,-0.053,0.627
46,-1.506,2.844
