 ,X,Y
1,0.033,0.761
2,-0.189,3.198
3,0.098,0.709
4,1.561,2.675
5,0.157,0.630
6,2.417,2.251
7,0.209,0.545
8,3.057,1.068
9,0.281,0.389
10,3.064,1.369
11,0.330,0.278
12,3.629,0.715
13,0.350,0.147
14,3.642,0.069
15,0.363,0.016
16,3.969,-0.088
17,0.346,-0.209
18,3.704,-1.071
19,0.287,-0.307
20,2.920,-2.352
21,0.196,-0.398
22,2.424,-2.260
23,0.131,-0.444
24,1.555,-2.554
25,0.033,-0.490
26,1.195,-2.522
27,-0.039,-0.503
28,-0.255,-2.835
29,-0.105,-0.490
30,-2.104,-2.143
31,-0.229,-0.405
32,-2.522,-2.182
33,-0.274,-0.333
34,-2.796,-1.999
35,-0.301,-0.144
36,-3.377,-0.849
37,-0.372,-0.013
38,-3.769,-0.719
39,-0.356,0.121
40,-3.766,0.728
41,-0.350,0.291
42,-3.322,1.604
43,-0.265,0.408
44,-2.793,2.179
45,-0.219,0.545
46,-2.865,1.519
47,-0.108,0.650
48,-2.205,2.368
49,-0.042,0.735
50,-1.787,2.558
