 ,X,Y
1,-0.127,1.073
2,-0.211,6.731
3,0.008,1.005
4,2.154,6.089
5,0.127,1.005
6,6.782,1.394
7,0.245,0.870
8,6.697,2.086
9,0.397,0.701
10,7.001,1.394
11,0.448,0.397
12,6.968,0.532
13,0.465,0.177
14,6.359,-2.018
15,0.414,-0.076
16,6.022,-2.458
17,0.405,-0.304
18,4.561,-3.547
19,0.367,-0.469
20,3.902,-3.813
21,0.291,-0.595
22,2.926,-4.029
23,0.152,-0.633
24,0.811,-3.737
25,0.063,-0.659
26,0.773,-4.383
27,-0.063,-0.646
28,0.127,-4.333
29,-0.165,-0.659
30,-1.938,-3.395
31,-0.253,-0.646
32,-2.318,-3.230
33,-0.329,-0.557
34,-2.673,-3.268
35,-0.380,-0.443
36,-4.548,-1.647
37,-0.418,-0.317
38,-4.472,-1.267
39,-0.431,-0.165
40,-5.384,-1.406
41,-0.393,0.013
42,-6.005,-0.494
43,-0.443,0.241
44,-6.828,0.494
45,-0.405,0.519
46,-6.461,1.698
47,-0.317,0.811
48,-6.790,2.508
49,-0.127,1.073
50,-4.561,5.131
