 ,X,Y
1,0.038,1.210
2,2.375,5.632
3,0.172,1.110
4,4.005,5.380
5,0.240,0.891
6,6.141,2.286
7,0.357,0.706
8,7.149,1.950
9,0.403,0.403
10,7.238,1.110
11,0.492,0.063
12,7.086,0.908
13,0.504,-0.139
14,6.317,-1.954
15,0.492,-0.366
16,5.195,-2.698
17,0.467,-0.542
18,4.766,-2.585
19,0.303,-0.643
20,3.404,-3.177
21,0.202,-0.706
22,3.077,-3.581
23,0.101,-0.794
24,2.673,-3.556
25,-0.076,-0.807
26,2.005,-2.963
27,-0.177,-0.820
28,-3.114,-0.996
29,-0.202,-0.706
30,-3.921,-1.147
31,-0.353,-0.630
32,-4.817,-0.668
33,-0.378,-0.479
34,-4.766,-0.908
35,-0.441,-0.303
36,-5.750,-0.643
37,-0.416,-0.088
38,-6.494,-0.101
39,-0.378,0.139
40,-6.317,0.908
41,-0.290,0.391
42,-7.225,1.929
43,-0.189,0.656
44,-5.107,4.892
45,-0.126,0.883
46,-2.925,5.800
47,-0.088,1.122
48,-0.517,5.838
