 ,X,Y
1,-0.008,1.034
2,-0.222,4.389
3,0.084,1.003
4,3.240,3.363
5,0.191,0.927
6,3.730,2.673
7,0.345,0.743
8,5.155,2.382
9,0.437,0.513
10,5.752,0.712
11,0.437,0.191
12,6.564,-0.299
13,0.498,-0.084
14,6.381,-1.111
15,0.498,-0.345
16,5.630,-1.310
17,0.437,-0.544
18,4.435,-2.076
19,0.276,-0.632
20,3.183,-2.608
21,0.149,-0.712
22,2.493,-2.861
23,0.069,-0.701
24,-2.849,-2.367
25,-0.057,-0.678
26,-3.378,-1.953
27,-0.207,-0.597
28,-4.217,-0.954
29,-0.345,-0.437
30,-5.756,-0.552
31,-0.368,-0.195
32,-6.492,1.057
33,-0.414,0.172
34,-6.882,0.724
35,-0.379,0.402
36,-6.515,1.953
37,-0.356,0.655
38,-5.664,2.838
39,-0.172,0.850
40,-4.584,2.826
41,-0.103,1.011
42,-3.137,3.516
