 ,X,Y
1,-0.068,0.659
2,0.591,3.636
3,0.091,0.648
4,2.716,2.500
5,0.193,0.568
6,3.000,1.818
7,0.375,0.409
8,3.772,1.250
9,0.409,0.227
10,4.693,0.773
11,0.409,0.011
12,4.852,-0.170
13,0.409,-0.261
14,4.704,-0.670
15,0.386,-0.432
16,4.295,-1.500
17,0.239,-0.557
18,2.182,-3.011
19,0.125,-0.579
20,1.682,-2.454
21,-0.034,-0.591
22,-0.500,-2.829
23,-0.136,-0.568
24,-2.272,-2.204
25,-0.273,-0.477
26,-3.295,-1.943
27,-0.352,-0.364
28,-4.579,-1.363
29,-0.432,-0.125
30,-4.965,-0.511
31,-0.443,0.102
32,-4.886,0.489
33,-0.466,0.273
34,-4.159,1.818
35,-0.364,0.489
36,-3.613,1.750
37,-0.330,0.648
38,-2.500,2.284
39,-0.193,0.739
40,-1.420,3.397
