 ,X,Y
1,-0.046,0.783
2,0.276,4.711
3,0.115,0.668
4,1.762,4.768
5,0.184,0.495
6,3.743,3.605
7,0.242,0.369
8,5.310,2.165
9,0.276,0.265
10,6.001,-0.380
11,0.288,0.046
12,6.346,-1.543
13,0.346,-0.219
14,5.966,-1.693
15,0.265,-0.380
16,4.745,-1.728
17,0.127,-0.415
18,3.859,-2.131
19,0.046,-0.449
20,-1.221,-2.488
21,0.000,-0.530
22,-2.476,-1.302
23,-0.092,-0.438
24,-3.893,-2.258
25,-0.150,-0.346
26,-4.665,-2.949
27,-0.265,-0.184
28,-6.485,-0.864
29,-0.392,0.012
30,-6.542,0.772
31,-0.357,0.207
32,-6.404,2.062
33,-0.288,0.449
34,-5.264,2.419
35,-0.127,0.657
36,-4.423,2.373
37,-0.184,0.737
38,-3.340,3.110
