 ,X,Y
1,-0.048,0.673
2,-0.067,4.010
3,0.048,0.644
4,2.279,3.500
5,0.135,0.577
6,2.529,3.356
7,0.231,0.490
8,3.567,2.423
9,0.288,0.327
10,4.606,1.356
11,0.337,0.144
12,4.865,0.154
13,0.394,0.019
14,4.990,-1.135
15,0.385,-0.125
16,4.413,-1.971
17,0.339,-0.260
18,4.096,-1.998
19,0.274,-0.339
20,2.762,-2.820
21,0.180,-0.382
22,1.623,-2.942
23,0.079,-0.433
24,1.125,-2.560
25,0.014,-0.433
26,0.534,-2.538
27,-0.079,-0.433
28,-1.435,-2.488
29,-0.195,-0.418
30,-1.998,-2.373
31,-0.274,-0.346
32,-3.346,-2.279
33,-0.325,-0.245
34,-3.945,-1.276
35,-0.375,-0.137
36,-4.659,-1.046
37,-0.404,-0.036
38,-5.070,-0.707
39,-0.382,0.115
40,-5.156,-0.115
41,-0.361,0.281
42,-4.644,1.435
43,-0.346,0.433
44,-3.822,2.394
45,-0.260,0.555
46,-2.748,3.288
47,-0.159,0.678
48,-1.284,3.851
