 ,X,Y
1,-0.113,0.730
2,-0.034,3.966
3,0.034,0.662
4,1.250,3.848
5,0.123,0.583
6,2.495,3.848
7,0.211,0.466
8,3.466,3.260
9,0.319,0.299
10,5.162,1.010
11,0.387,0.186
12,5.123,0.569
13,0.377,0.069
14,5.152,-0.667
15,0.387,-0.078
16,4.475,-1.588
17,0.373,-0.201
18,4.039,-2.466
19,0.353,-0.338
20,3.186,-3.123
21,0.284,-0.475
22,2.402,-3.025
23,0.186,-0.475
24,0.833,-3.132
25,0.069,-0.515
26,0.010,-3.201
27,-0.010,-0.515
28,-0.637,-3.015
29,-0.137,-0.515
30,-1.775,-2.730
31,-0.275,-0.446
32,-2.637,-2.603
33,-0.333,-0.348
34,-3.539,-2.583
35,-0.363,-0.250
36,-4.255,-1.564
37,-0.402,-0.093
38,-4.853,-1.181
39,-0.441,0.054
40,-5.059,0.328
41,-0.422,0.191
42,-4.892,1.201
43,-0.390,0.324
44,-4.551,1.669
45,-0.353,0.449
46,-3.890,2.574
47,-0.279,0.596
48,-3.346,3.103
49,-0.206,0.713
50,-2.493,3.816
