 ,X,Y
1,0.023,0.661
2,0.302,4.007
3,0.199,0.620
4,2.109,3.088
5,0.354,0.537
6,2.615,2.437
7,0.405,0.372
8,2.997,2.396
9,0.488,0.258
10,3.307,1.683
11,0.529,0.134
12,3.617,0.754
13,0.560,-0.021
14,3.730,-0.103
15,0.509,-0.196
16,3.483,-0.888
17,0.405,-0.310
18,3.121,-1.952
19,0.333,-0.382
20,2.223,-2.437
21,0.250,-0.423
22,1.407,-2.644
23,0.168,-0.423
24,1.200,-2.561
25,0.108,-0.465
26,0.318,-2.858
27,0.054,-0.472
28,-0.410,-2.687
29,-0.039,-0.472
30,-1.425,-2.695
31,-0.124,-0.426
32,-1.866,-2.540
33,-0.225,-0.349
34,-2.533,-2.370
35,-0.333,-0.271
36,-3.160,-1.038
37,-0.441,-0.132
38,-3.516,-0.604
39,-0.565,0.046
40,-3.756,0.209
41,-0.480,0.186
42,-3.485,1.115
43,-0.503,0.325
44,-3.392,1.417
45,-0.410,0.472
46,-2.765,2.331
47,-0.263,0.643
48,-2.207,3.090
49,-0.124,0.713
50,-1.402,3.415
