 ,X,Y
1,-0.121,0.567
2,-0.675,4.359
3,0.040,0.513
4,2.577,3.657
5,0.189,0.459
6,3.023,3.873
7,0.256,0.256
8,3.589,3.563
9,0.324,0.108
10,4.440,1.957
11,0.337,-0.081
12,5.546,-0.121
13,0.310,-0.216
14,4.386,-1.943
15,0.256,-0.324
16,3.279,-2.807
17,0.135,-0.364
18,1.970,-2.402
19,0.013,-0.391
20,0.567,-2.564
21,-0.081,-0.378
22,0.000,-2.483
23,-0.175,-0.351
24,-1.876,-2.928
25,-0.256,-0.333
26,-1.624,-3.365
27,-0.319,-0.270
28,-3.738,-1.835
29,-0.346,-0.180
30,-5.348,-1.223
31,-0.337,-0.009
32,-5.276,0.387
33,-0.283,0.126
34,-4.242,2.204
35,-0.274,0.306
36,-4.287,-0.036
37,-0.220,0.477
38,-1.615,4.372
