 ,X,Y
1,-0.157,0.682
2,-0.500,4.712
3,-0.045,0.682
4,2.096,3.137
5,0.086,0.672
6,2.955,3.015
7,0.146,0.581
8,3.722,3.106
9,0.288,0.480
10,4.197,2.844
11,0.318,0.338
12,5.440,0.783
13,0.369,0.207
14,5.581,0.621
15,0.359,0.015
16,5.894,-0.601
17,0.439,-0.146
18,5.177,-0.995
19,0.409,-0.308
20,4.682,-1.540
21,0.414,-0.424
22,4.384,-2.212
23,0.364,-0.535
24,3.303,-2.546
25,0.283,-0.636
26,3.010,-2.738
27,0.202,-0.687
28,1.546,-3.505
29,0.061,-0.707
30,0.636,-3.727
31,-0.040,-0.717
32,-0.495,-3.798
33,-0.141,-0.687
34,-2.404,-2.859
35,-0.273,-0.626
36,-2.313,-3.243
37,-0.389,-0.566
38,-3.692,-2.596
39,-0.439,-0.470
40,-4.409,-1.540
41,-0.520,-0.349
42,-5.248,-1.884
43,-0.561,-0.197
44,-5.692,-0.561
45,-0.571,-0.035
46,-5.561,0.379
47,-0.551,0.146
48,-5.480,0.561
49,-0.571,0.308
50,-4.904,1.692
51,-0.480,0.480
52,-2.369,4.258
53,-0.328,0.672
54,-2.328,4.096
