 ,X,Y
1,0.029,0.933
2,-0.316,4.637
3,0.144,0.847
4,1.479,4.738
5,0.301,0.732
6,2.512,4.451
7,0.345,0.589
8,4.982,1.579
9,0.388,0.416
10,5.039,0.560
11,0.402,0.215
12,5.154,0.474
13,0.445,0.072
14,5.585,-0.230
15,0.502,-0.072
16,4.896,-1.091
17,0.531,-0.301
18,5.082,-2.096
19,0.474,-0.402
20,4.379,-2.326
21,0.431,-0.546
22,3.934,-2.958
23,0.330,-0.646
24,2.943,-3.575
25,0.230,-0.675
26,1.335,-3.776
27,0.115,-0.675
28,-0.215,-3.661
29,0.014,-0.703
30,-2.512,-2.670
31,-0.086,-0.703
32,-2.412,-2.426
33,-0.201,-0.675
34,-2.383,-3.044
35,-0.316,-0.574
36,-4.207,-1.809
37,-0.330,-0.459
38,-4.565,-1.622
39,-0.388,-0.345
40,-5.542,-1.192
41,-0.474,-0.201
42,-6.245,-0.646
43,-0.488,-0.014
44,-6.202,0.574
45,-0.502,0.187
46,-6.389,0.933
47,-0.502,0.359
48,-5.972,1.493
49,-0.373,0.546
50,-4.451,3.675
51,-0.258,0.718
52,-3.360,3.776
53,-0.129,0.876
54,-1.608,4.738
