 ,X,Y
1,-0.062,0.870
2,-0.140,4.849
3,0.093,0.808
4,1.834,4.973
5,0.280,0.653
6,2.860,3.435
7,0.342,0.513
8,4.165,3.776
9,0.404,0.389
10,5.424,2.440
11,0.389,0.233
12,6.092,0.793
13,0.482,0.062
14,5.906,0.451
15,0.513,-0.078
16,5.781,-0.901
17,0.497,-0.264
18,5.579,-1.445
19,0.466,-0.389
20,4.818,-2.036
21,0.389,-0.513
22,3.823,-3.170
23,0.306,-0.601
24,1.601,-3.357
25,0.202,-0.642
26,0.679,-3.129
27,0.119,-0.694
28,-0.648,-2.787
29,0.005,-0.705
30,-1.093,-2.756
31,-0.078,-0.725
32,-1.321,-3.429
33,-0.181,-0.725
34,-2.564,-2.870
35,-0.275,-0.715
36,-2.948,-2.725
37,-0.357,-0.611
38,-3.683,-2.062
39,-0.471,-0.508
40,-4.087,-1.471
41,-0.534,-0.363
42,-4.864,-1.720
43,-0.554,-0.207
44,-5.476,-0.673
45,-0.585,-0.031
46,-5.538,-0.021
47,-0.534,0.186
48,-5.590,0.508
49,-0.502,0.352
50,-5.258,1.917
51,-0.420,0.539
52,-3.973,2.932
53,-0.378,0.756
54,-3.217,2.756
55,-0.202,0.850
56,-1.300,4.828
